年月,国,国名,当月輸出金額,累計輸出金額,当月輸入金額,累計輸入金額
202009,'337,英領アンギラ,20383,157678,-,578
202009,'338,サン・バルテルミー島（仏）,27094,142426,-,0
202009,'401,コロンビア,5420766,59632539,4526645,37466394
202009,'402,ベネズエラ,237094,1569486,516621,3601620
202009,'403,ガイアナ,486943,4184525,3402,468469
202009,'404,スリナム,389812,3466806,28763,246968
202009,'405,仏領ギアナ,18922,220413,-,0
202009,'406,エクアドル,1185340,19343205,12699179,70830111
202009,'407,ペルー,2891630,37146175,14553145,170405274
202009,'408,ボリビア,359820,5522803,1985801,18029415
202009,'409,チリ,6736610,75330107,50688561,574605709
202009,'410,ブラジル,25773561,225278611,60804648,573527458
202009,'411,パラグアイ,445808,5476774,2079766,4199478
202009,'412,ウルグアイ,418060,3004775,366526,3164849
202009,'413,アルゼンチン,6086942,40244353,4525918,39096669
202009,'414,フォークランド諸島及びその附属諸島（英）,-,1025,9572,133986
202009,'415,英領南極地域,-,0,-,392
202009,'501,モロッコ,1491410,14206586,2020543,23303603
202009,'502,セウタ及びメリリア（西）,-,9437,-,8449
202009,'503,アルジェリア,1043174,19570422,1950456,23789397
202009,'504,チュニジア,867257,5833487,881150,8346387
202009,'505,リビア,129547,1345983,-,2719458
202009,'506,エジプト,8989213,79750573,692640,25594723
202009,'507,スーダン,277265,3086862,138792,648881
202009,'508,西サハラ,-,0,-,137592
202009,'509,モーリタニア,22082,1325882,644914,13645923
202009,'510,セネガル,593720,3776159,249445,1714887
202009,'511,ガンビア,17052,304925,10867,17042
202009,'512,ギニア・ビサウ,1610,30760,-,0
202009,'513,ギニア,100839,804537,1465,52840
202009,'514,シエラレオネ,230175,708035,1204,2580439
202009,'515,リベリア,33423908,164550667,-,13076
202009,'516,コートジボワール,497819,4182601,186128,782684
202009,'517,ガーナ,958742,11367836,630774,12929982
202009,'518,トーゴ,437878,1775139,121127,360074
202009,'519,ベナン,37305,668201,-,1899
202009,'520,マリ,82521,1515814,7816,422245
202009,'521,ブルキナファソ,138874,1086791,243965,3740011
202009,'522,カーボベルデ,102924,278640,-,0
202009,'523,カナリー諸島（西）,129504,1637825,-,7947
202009,'524,ナイジェリア,2189410,22777357,9847083,58820547
202009,'525,ニジェール,294932,430006,6715,54743
202009,'526,ルワンダ,127975,668042,84910,249284
202009,'527,カメルーン,172790,2314757,80901,534755
202009,'528,チャド,3083,153821,-,7576
202009,'529,中央アフリカ,931,127720,19924,32146
202009,'530,赤道ギニア,237675,280641,-,5208
202009,'531,ガボン,93208,1768611,129269,2348960
202009,'532,コンゴ共和国,2049,107345,10032,74848
202009,'533,コンゴ民主共和国,497009,4810222,3638,892608
202009,'534,ブルンジ,123789,1151617,-,80003
202009,'535,アンゴラ,262112,2331497,-,132908
202009,'536,サントメ・プリンシペ,762,5330,320,3298
202009,'537,セントヘレナ及びその附属諸島（英）,865,4937,38766,311681
202009,'538,エチオピア,1132478,7322547,1351340,9060825
202009,'539,ジブチ,1628383,7578725,-,88828
202009,'540,ソマリア,36009,419646,172022,1315056
202009,'541,ケニア,5074880,53219648,387591,6124115
202009,'542,ウガンダ,1436108,13266247,85638,813922
202009,'543,タンザニア,1942201,19055584,867935,5874242
202009,'544,セーシェル,4350,443397,1028918,7489197
202009,'545,モザンビーク,994535,13134581,61891,4982770
202009,'546,マダガスカル,119961,729313,262715,11678670
202009,'547,モーリシャス,711888,7234941,89025,483675
202009,'548,レユニオン（仏）,238995,920005,-,106608
202009,'549,ジンバブエ,195479,1229269,370670,2262059
202009,'550,ナミビア,177294,1293834,97935,1104442
202009,'551,南アフリカ共和国,16220655,125440452,69057700,434225736
202009,'552,レソト,53444,705749,1158,18784
202009,'553,マラウイ,162560,1892132,214033,679233
202009,'554,ザンビア,340717,2896681,46566,1229646
202009,'555,ボツワナ,148804,1323567,211488,1022722
202009,'556,エスワティニ,206382,1371289,28616,112876
202009,'558,コモロ,9786,64541,-,13398
202009,'559,エリトリア,4401,104857,-,5084
202009,'560,南スーダン,110053,1169677,-,272
202009,'601,オーストラリア,129015926,920718030,272172605,2887145233
202009,'602,パプアニューギニア,1260307,11844524,12415316,183312110
202009,'605,その他のオーストラリア領,5704,36444,-,2210
202009,'606,ニュージーランド,20126179,133826817,20217781,209213880
202009,'607,クック,8695,203487,296342,1122909
202009,'608,トケラウ諸島（ニュージーランド）,-,224,641,1106
202009,'609,ニウエ,293136,581551,-,3384
202009,'610,サモア,141143,939976,4354,42894
202009,'611,バヌアツ,31386,851010,152568,3496658
202009,'612,フィジー,272332,3156628,448600,2646812
202009,'613,ソロモン,95828,1122542,913,48367
202009,'614,トンガ,36819,644817,950,34253
202009,'615,キリバス,21758,665059,60955,358360
202009,'617,ナウル,2080,303170,14726,71074
202009,'618,ニューカレドニア（仏）,394882,3362314,1254963,18420369
202009,'619,仏領ポリネシア,196120,1652908,309262,1343591
202009,'620,グアム（米）,1668180,11306499,32894,232857
202009,'621,米領サモア,25682,471337,671,1960
202009,'622,米領オセアニア,47839,47839,-,61214
202009,'624,ツバル,571811,2254947,6450,42459
202009,'625,マーシャル,6519412,113425113,-,656588
202009,'626,ミクロネシア,130126,1460138,27686,373576
202009,'627,北マリアナ諸島（米）,213582,1440214,-,1445
202009,'628,パラオ,68266,913639,13435,469907
202009,'702,不明,-,0,831298,943662
202010,'103,大韓民国,416121956,3878294545,219857507,2325726686
202010,'105,中華人民共和国,1457747395,12166147595,1539391204,14244641712
202010,'106,台湾,422723646,3901691016,251772967,2389903860
202010,'107,モンゴル,4695135,29959324,159004,1344542
202010,'108,香港,303768695,2797949236,6207301,66587835
202010,'110,ベトナム,183541212,1484952455,213480284,1933523438
202010,'111,タイ,287341926,2196137701,234818748,2076316216
202010,'112,シンガポール,179339814,1560792868,79845773,781067064
202010,'113,マレーシア,123824479,1084075038,142731153,1402396728
202010,'116,ブルネイ,532685,9668252,13960783,159289232
202010,'117,フィリピン,91080053,769478580,97574486,819801693
202010,'118,インドネシア,77408998,815484879,131571942,1372563726
202010,'120,カンボジア,5373183,41921475,15639875,146258561
202010,'121,ラオス,1426538,12854884,1140855,11746050
202010,'122,ミャンマー,4355313,52778134,14043850,124839138
202010,'123,インド,98678166,759883569,46035820,432224305
202010,'124,パキスタン,11845145,92867492,2038595,19466367
202010,'125,スリランカ,3018686,34824779,2221130,22094174
202010,'126,モルディブ,150787,1322361,29268,263827
202010,'127,バングラデシュ,15123913,133313868,12080302,118884280
202010,'128,東ティモール,126385,596082,3753,1734840
202010,'129,マカオ,2699319,26865385,157238,1261488
202010,'130,アフガニスタン,407458,3411033,2537,18340
202010,'131,ネパール,244773,4187456,127398,669898
202010,'132,ブータン,8660,332820,23548,56323
202010,'133,イラン,1284629,7174584,255918,3086935
202010,'134,イラク,1948734,31814978,723,19331180
202010,'135,バーレーン,5808984,49855770,6379625,47809649
202010,'137,サウジアラビア,33803926,359913409,158053832,1615940772
202010,'138,クウェート,13813021,117778795,36980226,414592449
202010,'140,カタール,11011494,88559155,62639277,822016192
202010,'141,オマーン,12318078,110017626,10667086,137963311
202010,'143,イスラエル,15155951,126071920,9355911,109698624
202010,'144,ヨルダン,7884590,49326132,109211,2988189
202010,'145,シリア,26474,923901,8556,40810
202010,'146,レバノン,436278,8499579,277186,2047682
202010,'147,アラブ首長国連邦,53147772,474934507,133772329,1502294775
202010,'149,イエメン,1767036,16828441,24200,489229
202010,'150,アゼルバイジャン,370303,4959425,6723,4644386
202010,'151,アルメニア,104328,758072,558914,1879731
202010,'152,ウズベキスタン,931823,13866659,42493,770140
202010,'153,カザフスタン,2501271,33110882,3241629,75019063
202010,'154,キルギス,141603,1376573,28656,61365
202010,'155,タジキスタン,46358,262785,246,147466
202010,'156,トルクメニスタン,72782,12276133,-,7183
202010,'157,ジョージア,1106730,11455785,302675,1941691
202010,'158,ヨルダン川西岸及びガザ,13588,268403,244,44506
202010,'201,アイスランド,380926,4486068,653507,8354132
202010,'202,ノルウェー,9219003,92055080,16047473,129221797
202010,'203,スウェーデン,12231516,105405866,28747247,261637349
202010,'204,デンマーク,4619401,40633641,22210055,205600000
202010,'205,英国,98696169,943668100,54079015,563760139
202010,'206,アイルランド,8363907,76261529,55223272,585444939
202010,'207,オランダ,109252090,925731039,34882033,253639934
202010,'208,ベルギー,67513594,569370843,28939879,294624684
202010,'209,ルクセンブルク,3473994,33220410,592133,7561377
202010,'210,フランス,53788872,492223073,86467384,787807260
202010,'211,モナコ,4458,95157,37640,195140
202010,'212,アンドラ,486,5665,-,5960
202010,'213,ドイツ,185617989,1542927822,189498962,1892344851
202010,'215,スイス,43628878,414535202,74656860,657232616
202010,'217,ポルトガル,2887839,44785030,3201059,37844074
202010,'218,スペイン,20869354,189521567,30381871,285176542
202010,'219,ジブラルタル（英）,985517,11272429,-,781
202010,'220,イタリア,34258947,324576721,84136993,927452274
202010,'221,マルタ,740286,8783740,134453,16047019
202010,'222,フィンランド,4303742,34688904,13283051,146812040
202010,'223,ポーランド,32663612,245231421,8305088,82476387
202010,'224,ロシア,60840994,517215571,94617569,931714518
202010,'225,オーストリア,8614022,93934731,14965307,173616790
202010,'227,ハンガリー,16474712,137594051,8289318,96785256
202010,'228,セルビア,105912,1922654,7994107,54525142
202010,'229,アルバニア,28588,158467,81331,1671607
202010,'230,ギリシャ,1323166,23482115,3000393,68336560
202010,'231,ルーマニア,3931528,35079871,8026411,92704998
202010,'232,ブルガリア,1737217,13340155,1067429,12274551
202010,'233,キプロス,3652529,14928126,4605,83602
202010,'234,トルコ,28590146,224616582,5517779,62338371
202010,'235,エストニア,1371449,11779324,1514440,10593921
202010,'236,ラトビア,417691,3563187,777308,7269480
202010,'237,リトアニア,620993,4870986,2756819,26202589
202010,'238,ウクライナ,6231662,46821595,3361959,45087655
202010,'239,ベラルーシ,319431,4457410,131680,2498576
202010,'240,モルドバ,22936,372010,209581,2000909
202010,'241,クロアチア,291528,3357242,143291,9809592
202010,'242,スロベニア,1656982,14376504,1632500,12865662
202010,'243,ボスニア・ヘルツェゴビナ,17863,165365,110037,1102375
202010,'244,北マケドニア,80616,2605312,428158,1440944
202010,'245,チェコ,16260820,126795936,9990898,102288251
202010,'246,スロバキア,2215279,15646620,2931306,26210623
202010,'247,モンテネグロ,22070,275713,443,60252
202010,'248,コソボ,-,163913,3258,20342
202010,'249,フェロー諸島（デンマーク）,-,0,85096,1277146
202010,'250,バチカン,-,15332,167055,168200
202010,'301,グリーンランド（デンマーク）,1047,4447,737788,6386111
202010,'302,カナダ,76126695,625937232,89031387,972047191
202010,'304,アメリカ合衆国,1298481919,10217120152,605251080,6267967779
202010,'305,メキシコ,93877542,704899727,53273834,483849899
202010,'306,グアテマラ,1467922,18855795,912221,17098543
202010,'307,ホンジュラス,355377,5475088,514870,5232953
202010,'308,ベリーズ,295551,2373005,42616,387748
202010,'309,エルサルバドル,605827,8040633,180431,1790039
202010,'310,ニカラグア,510948,4058041,260199,2509166
202010,'311,コスタリカ,1804267,17706822,3564789,37148823
202010,'312,パナマ,41535542,437937254,14227404,41959016
202010,'314,バーミュダ（英）,57023,695012,-,715
202010,'315,バハマ,3726524,21243800,-,502482
202010,'316,ジャマイカ,1640462,14384140,131791,1199823
202010,'317,タークス及びカイコス諸島（英）,10302,196636,-,0
202010,'319,バルバドス,278941,11397879,1603,9299
202010,'320,トリニダード・トバゴ,1544010,11252882,48451,2819198
202010,'321,キューバ,65406,1142884,93662,1149420
202010,'322,ハイチ,101368,1366990,14410,290717
202010,'323,ドミニカ共和国,994931,14298936,810245,11004466
202010,'324,プエルトリコ（米）,6682667,39452430,13580654,194209291
202010,'325,米領バージン諸島,2467,33456,-,1497
202010,'326,蘭領アンティール,124273,1146666,-,5263
202010,'327,仏領西インド諸島,184317,1232451,358,9310
202010,'328,ケイマン諸島（英）,144601,1044168,295,2705018
202010,'329,グレナダ,52213,442474,-,0
202010,'330,セントルシア,108075,680335,-,658
202010,'331,アンティグア・バーブーダ,28673,758717,-,2764
202010,'332,英領バージン諸島,19110,518233,201,2154
202010,'333,ドミニカ,43242,287692,-,26625
202010,'334,モントセラト（英）,3151,24472,-,201
202010,'335,セントクリストファー・ネービス,220964,700316,-,282
202010,'336,セントビンセント,40589,471202,30912,224171
202010,'337,英領アンギラ,17546,175224,377,955
202010,'338,サン・バルテルミー島（仏）,1284,143710,-,0
202010,'401,コロンビア,8020346,67652885,4837987,42304381
202010,'402,ベネズエラ,96592,1666078,139517,3741137
202010,'403,ガイアナ,659538,4844063,13888,482357
202010,'404,スリナム,535644,4002450,15131,262099
202010,'405,仏領ギアナ,27659,248072,-,0
202010,'406,エクアドル,1317923,20661128,6797173,77627284
202010,'407,ペルー,3151190,40297365,25627786,196033060
202010,'408,ボリビア,503331,6026134,1807105,19836520
202010,'409,チリ,11830505,87160612,60019162,634624871
202010,'410,ブラジル,31633060,256911671,71764676,645292134
202010,'411,パラグアイ,613266,6090040,837521,5036999
202010,'412,ウルグアイ,521730,3526505,193842,3358691
202010,'413,アルゼンチン,6097591,46341944,4496206,43592875
202010,'414,フォークランド諸島及びその附属諸島（英）,-,1025,22923,156909
202010,'415,英領南極地域,-,0,-,392
202010,'501,モロッコ,1222834,15429420,3370268,26673871
202010,'502,セウタ及びメリリア（西）,-,9437,-,8449
202010,'503,アルジェリア,850296,20420718,541655,24331052
202010,'504,チュニジア,533941,6367428,725259,9071646
202010,'505,リビア,128900,1474883,617,2720075
202010,'506,エジプト,7352280,87102853,2210420,27805143
202010,'507,スーダン,439378,3526240,160455,809336
202010,'508,西サハラ,8244,8244,-,137592
202010,'509,モーリタニア,90172,1416054,1729508,15375431
202010,'510,セネガル,408099,4184258,161602,1876489
202010,'511,ガンビア,13192,318117,-,17042
202010,'512,ギニア・ビサウ,1295,32055,-,0
202010,'513,ギニア,77841,882378,39833,92673
202010,'514,シエラレオネ,44886,752921,420128,3000567
202010,'515,リベリア,19001482,183552149,-,13076
202010,'516,コートジボワール,440341,4622942,118397,901081
202010,'517,ガーナ,1026918,12394754,672390,13602372
202010,'518,トーゴ,513372,2288511,153624,513698
202010,'519,ベナン,101873,770074,-,1899
202010,'520,マリ,274401,1790215,1086,423331
202010,'521,ブルキナファソ,142604,1229395,79562,3819573
202010,'522,カーボベルデ,33649,312289,-,0
202010,'523,カナリー諸島（西）,219546,1857371,-,7947
202010,'524,ナイジェリア,3375544,26152901,9651762,68472309
202010,'525,ニジェール,201571,631577,525,55268
202010,'526,ルワンダ,109693,777735,9718,259002
202010,'527,カメルーン,265486,2580243,115531,650286
202010,'528,チャド,10150,163971,-,7576
202010,'529,中央アフリカ,-,127720,18655,50801
202010,'530,赤道ギニア,402,281043,-,5208
202010,'531,ガボン,123793,1892404,359009,2707969
202010,'532,コンゴ共和国,10065,117410,8456,83304
202010,'533,コンゴ民主共和国,622474,5432696,637426,1530034
202010,'534,ブルンジ,86991,1238608,443,80446
202010,'535,アンゴラ,329057,2660554,27859,160767
202010,'536,サントメ・プリンシペ,64648,69978,-,3298
202010,'537,セントヘレナ及びその附属諸島（英）,-,4937,428,312109
202010,'538,エチオピア,942378,8264925,1188789,10249614
202010,'539,ジブチ,655168,8233893,-,88828
202010,'540,ソマリア,44407,464053,96984,1412040
202010,'541,ケニア,9095819,62315467,411820,6535935
202010,'542,ウガンダ,2699851,15966098,250663,1064585
202010,'543,タンザニア,3005901,22061485,1134655,7008897
202010,'544,セーシェル,17174,460571,670542,8159739
202010,'545,モザンビーク,887365,14021946,197348,5180118
202010,'546,マダガスカル,106149,835462,373941,12052611
202010,'547,モーリシャス,1129433,8364374,38135,521810
202010,'548,レユニオン（仏）,173402,1093407,806,107414
202010,'549,ジンバブエ,127129,1356398,490959,2753018
202010,'550,ナミビア,589794,1883628,64590,1169032
202010,'551,南アフリカ共和国,18364857,143805309,58042139,492267875
202010,'552,レソト,99201,804950,2550,21334
202010,'553,マラウイ,160162,2052294,170953,850186
202010,'554,ザンビア,335753,3232434,624257,1853903
202010,'555,ボツワナ,229733,1553300,13265,1035987
202010,'556,エスワティニ,129349,1500638,23159,136035
202010,'558,コモロ,56659,121200,3042,16440
202010,'559,エリトリア,39227,144084,306,5390
202010,'560,南スーダン,62000,1231677,-,272
202010,'601,オーストラリア,143954487,1064672517,296256660,3183401893
202010,'602,パプアニューギニア,1552844,13397368,15221007,198533117
202010,'605,その他のオーストラリア領,13148,49592,-,2210
202010,'606,ニュージーランド,21804342,155631159,19405958,228619838
202010,'607,クック,19982,223469,123908,1246817
202010,'608,トケラウ諸島（ニュージーランド）,-,224,-,1106
202010,'609,ニウエ,114560,696111,-,3384
202010,'610,サモア,89205,1029181,-,42894
202010,'611,バヌアツ,131507,982517,453859,3950517
202010,'612,フィジー,509724,3666352,100359,2747171
202010,'613,ソロモン,98132,1220674,1236,49603
202010,'614,トンガ,44502,689319,11026,45279
202010,'615,キリバス,76319,741378,27711,386071
202010,'617,ナウル,8676,311846,52487,123561
202010,'618,ニューカレドニア（仏）,349341,3711655,882097,19302466
202010,'619,仏領ポリネシア,254042,1906950,105779,1449370
202010,'620,グアム（米）,795976,12102475,45515,278372
202010,'621,米領サモア,30716,502053,247,2207
202010,'622,米領オセアニア,-,47839,-,61214
202010,'624,ツバル,231000,2485947,-,42459
202010,'625,マーシャル,17286032,130711145,27016,683604
202010,'626,ミクロネシア,127310,1587448,30386,403962
202010,'627,北マリアナ諸島（米）,122588,1562802,-,1445
202010,'628,パラオ,294773,1208412,13486,483393
202010,'702,不明,-,0,-,943662
202011,'103,大韓民国,401994224,4280288769,250770820,2576497506
202011,'105,中華人民共和国,1359360997,13525508592,1688794377,15933436089
202011,'106,台湾,393720029,4295411045,235111204,2625015064
202011,'107,モンゴル,3532402,33491726,96698,1441240
202011,'108,香港,287154248,3085103484,7966067,74553902
202011,'110,ベトナム,164067288,1649019743,220748641,2154272079
202011,'111,タイ,252684304,2448822005,232354564,2308670780
202011,'112,シンガポール,149397548,1710190416,66708394,847775458
202011,'113,マレーシア,124262497,1208337535,144811991,1547208719
202011,'116,ブルネイ,724877,10393129,10784690,170073922
202011,'117,フィリピン,83295120,852773700,93476050,913277743
202011,'118,インドネシア,81904736,897389615,126526715,1499090441
202011,'120,カンボジア,4430091,46351566,13402525,159661086
202011,'121,ラオス,2047243,14902127,1064804,12810854
202011,'122,ミャンマー,6326724,59104858,6745320,131584458
202011,'123,インド,100310734,860194303,35752104,467976409
202011,'124,パキスタン,14097171,106964663,2956004,22422371
202011,'125,スリランカ,2054239,36879018,2460523,24554697
202011,'126,モルディブ,112312,1434673,13014,276841
202011,'127,バングラデシュ,10785422,144099290,9597868,128482148
202011,'128,東ティモール,70672,666754,155133,1889973
202011,'129,マカオ,2284671,29150056,165311,1426799
202011,'130,アフガニスタン,318061,3729094,1563,19903
202011,'131,ネパール,403583,4591039,47478,717376
202011,'132,ブータン,36262,369082,2247,58570
202011,'133,イラン,636576,7811160,331432,3418367
202011,'134,イラク,2053301,33868279,1230,19332410
202011,'135,バーレーン,7783979,57639749,4266973,52076622
202011,'137,サウジアラビア,45717494,405630903,155612918,1771553690
202011,'138,クウェート,15858547,133637342,38044356,452636805
202011,'140,カタール,7636629,96195784,61240353,883256545
202011,'141,オマーン,14208206,124225832,6788605,144751916
202011,'143,イスラエル,20235826,146307746,10728866,120427490
202011,'144,ヨルダン,5873274,55199406,221062,3209251
202011,'145,シリア,23543,947444,-,40810
202011,'146,レバノン,1103945,9603524,153505,2201187
202011,'147,アラブ首長国連邦,57386769,532321276,102896694,1605191469
202011,'149,イエメン,1676169,18504610,113139,602368
202011,'150,アゼルバイジャン,363701,5323126,714,4645100
202011,'151,アルメニア,51456,809528,242155,2121886
202011,'152,ウズベキスタン,425055,14291714,143742,913882
202011,'153,カザフスタン,2885666,35996548,948624,75967687
202011,'154,キルギス,84486,1461059,395,61760
202011,'155,タジキスタン,86691,349476,418,147884
202011,'156,トルクメニスタン,42117,12318250,460,7643
202011,'157,ジョージア,992016,12447801,327496,2269187
202011,'158,ヨルダン川西岸及びガザ,82060,350463,246,44752
202011,'201,アイスランド,134897,4620965,636130,8990262
202011,'202,ノルウェー,6757674,98812754,11631865,140853662
202011,'203,スウェーデン,13917866,119323732,17732148,279369497
202011,'204,デンマーク,3740099,44373740,22894355,228494355
202011,'205,英国,101191479,1044859579,57074857,620834996
202011,'206,アイルランド,9448568,85710097,72427429,657872368
202011,'207,オランダ,114609003,1040340042,23513503,277153437
202011,'208,ベルギー,62246421,631617264,35081192,329705876
202011,'209,ルクセンブルク,4006366,37226776,586380,8147757
202011,'210,フランス,50313296,542536369,83414830,871222090
202011,'211,モナコ,13066,108223,32714,227854
202011,'212,アンドラ,-,5665,-,5960
202011,'213,ドイツ,158474812,1701402634,176940425,2069285276
202011,'215,スイス,54554484,469089686,71921317,729153933
202011,'217,ポルトガル,2858804,47643834,3132001,40976075
202011,'218,スペイン,23232280,212753847,24774436,309950978
202011,'219,ジブラルタル（英）,626583,11899012,-,781
202011,'220,イタリア,36795982,361372703,93159428,1020611702
202011,'221,マルタ,2772059,11555799,93035,16140054
202011,'222,フィンランド,3524858,38213762,12088201,158900241
202011,'223,ポーランド,27172059,272403480,8804178,91280565
202011,'224,ロシア,53312219,570527790,97426658,1029141176
202011,'225,オーストリア,8815630,102750361,18112207,191728997
202011,'227,ハンガリー,13202327,150796378,7901733,104686989
202011,'228,セルビア,59139,1981793,4836554,59361696
202011,'229,アルバニア,34264,192731,53167,1724774
202011,'230,ギリシャ,1437572,24919687,5761272,74097832
202011,'231,ルーマニア,3362548,38442419,7279475,99984473
202011,'232,ブルガリア,1968433,15308588,1294421,13568972
202011,'233,キプロス,729232,15657358,9227,92829
202011,'234,トルコ,28383774,253000356,5443171,67781542
202011,'235,エストニア,1338037,13117361,1790008,12383929
202011,'236,ラトビア,368757,3931944,698908,7968388
202011,'237,リトアニア,638593,5509579,1629008,27831597
202011,'238,ウクライナ,4913122,51734717,6803787,51891442
202011,'239,ベラルーシ,402899,4860309,441639,2940215
202011,'240,モルドバ,19689,391699,170989,2171898
202011,'241,クロアチア,263334,3620576,1957381,11766973
202011,'242,スロベニア,1163548,15540052,786905,13652567
202011,'243,ボスニア・ヘルツェゴビナ,19005,184370,74486,1176861
202011,'244,北マケドニア,137305,2742617,119798,1560742
202011,'245,チェコ,13407599,140203535,9705644,111993895
202011,'246,スロバキア,1171464,16818084,3518787,29729410
202011,'247,モンテネグロ,30569,306282,6350,66602
202011,'248,コソボ,7800,171713,5156,25498
202011,'249,フェロー諸島（デンマーク）,-,0,101796,1378942
202011,'250,バチカン,-,15332,-,168200
202011,'301,グリーンランド（デンマーク）,-,4447,819736,7205847
202011,'302,カナダ,70565594,696502826,105277876,1077325067
202011,'304,アメリカ合衆国,1180894083,11398014235,598275859,6866243638
202011,'305,メキシコ,85196957,790096684,50481781,534331680
202011,'306,グアテマラ,1390301,20246096,708387,17806930
202011,'307,ホンジュラス,456483,5931571,407525,5640478
202011,'308,ベリーズ,135795,2508800,41930,429678
202011,'309,エルサルバドル,577138,8617771,88200,1878239
202011,'310,ニカラグア,215711,4273752,149719,2658885
202011,'311,コスタリカ,2184982,19891804,4368436,41517259
202011,'312,パナマ,41163738,479100992,9759752,51718768
202011,'314,バーミュダ（英）,91705,786717,362,1077
202011,'315,バハマ,219076,21462876,-,502482
202011,'316,ジャマイカ,1662775,16046915,132756,1332579
202011,'317,タークス及びカイコス諸島（英）,11089,207725,-,0
202011,'319,バルバドス,249019,11646898,890,10189
202011,'320,トリニダード・トバゴ,1349839,12602721,91918,2911116
202011,'321,キューバ,70577,1213461,38703,1188123
202011,'322,ハイチ,189344,1556334,17410,308127
202011,'323,ドミニカ共和国,1136663,15435599,935178,11939644
202011,'324,プエルトリコ（米）,10644348,50096778,13548077,207757368
202011,'325,米領バージン諸島,11117,44573,-,1497
202011,'326,蘭領アンティール,80231,1226897,234,5497
202011,'327,仏領西インド諸島,111024,1343475,275,9585
202011,'328,ケイマン諸島（英）,142506,1186674,-,2705018
202011,'329,グレナダ,45986,488460,-,0
202011,'330,セントルシア,69619,749954,-,658
202011,'331,アンティグア・バーブーダ,64129,822846,-,2764
202011,'332,英領バージン諸島,19650,537883,-,2154
202011,'333,ドミニカ,15120,302812,587,27212
202011,'334,モントセラト（英）,2555,27027,281,482
202011,'335,セントクリストファー・ネービス,46971,747287,-,282
202011,'336,セントビンセント,30807,502009,924,225095
202011,'337,英領アンギラ,12400,187624,-,955
202011,'338,サン・バルテルミー島（仏）,13991,157701,-,0
202011,'401,コロンビア,8786899,76439784,4020102,46324483
202011,'402,ベネズエラ,106733,1772811,43976,3785113
202011,'403,ガイアナ,626461,5470524,6277,488634
202011,'404,スリナム,616968,4619418,70774,332873
202011,'405,仏領ギアナ,10233,258305,-,0
202011,'406,エクアドル,1759383,22420511,9936084,87563368
202011,'407,ペルー,3769400,44066765,18324973,214358033
202011,'408,ボリビア,490012,6516146,4929769,24766289
202011,'409,チリ,8094505,95255117,62208887,696833758
202011,'410,ブラジル,26791731,283703402,68635339,713927473
202011,'411,パラグアイ,597392,6687432,640660,5677659
202011,'412,ウルグアイ,418181,3944686,283138,3641829
202011,'413,アルゼンチン,4832744,51174688,5595792,49188667
202011,'414,フォークランド諸島及びその附属諸島（英）,723,1748,20132,177041
202011,'415,英領南極地域,-,0,-,392
202011,'501,モロッコ,1581534,17010954,2737253,29411124
202011,'502,セウタ及びメリリア（西）,2607,12044,1175,9624
202011,'503,アルジェリア,432111,20852829,2281070,26612122
202011,'504,チュニジア,510345,6877773,612993,9684639
202011,'505,リビア,85270,1560153,1337,2721412
202011,'506,エジプト,7717415,94820268,1979548,29784691
202011,'507,スーダン,257751,3783991,176228,985564
202011,'508,西サハラ,-,8244,-,137592
202011,'509,モーリタニア,262306,1678360,3017319,18392750
202011,'510,セネガル,355808,4540066,113181,1989670
202011,'511,ガンビア,26614,344731,-,17042
202011,'512,ギニア・ビサウ,1589,33644,-,0
202011,'513,ギニア,118050,1000428,1736,94409
202011,'514,シエラレオネ,34384,787305,9121,3009688
202011,'515,リベリア,18931574,202483723,-,13076
202011,'516,コートジボワール,382710,5005652,52398,953479
202011,'517,ガーナ,1540793,13935547,163716,13766088
202011,'518,トーゴ,318769,2607280,14387,528085
202011,'519,ベナン,81099,851173,-,1899
202011,'520,マリ,40490,1830705,434,423765
202011,'521,ブルキナファソ,137750,1367145,45057,3864630
202011,'522,カーボベルデ,678,312967,-,0
202011,'523,カナリー諸島（西）,157546,2014917,-,7947
202011,'524,ナイジェリア,1952352,28105253,3494725,71967034
202011,'525,ニジェール,3864,635441,12418,67686
202011,'526,ルワンダ,30911,808646,15548,274550
202011,'527,カメルーン,340951,2921194,16180,666466
202011,'528,チャド,5718,169689,-,7576
202011,'529,中央アフリカ,20390,148110,-,50801
202011,'530,赤道ギニア,5167,286210,-,5208
202011,'531,ガボン,287611,2180015,73075,2781044
202011,'532,コンゴ共和国,54454,171864,12653,95957
202011,'533,コンゴ民主共和国,430515,5863211,73424,1603458
202011,'534,ブルンジ,73263,1311871,13779,94225
202011,'535,アンゴラ,316304,2976858,23796,184563
202011,'536,サントメ・プリンシペ,82576,152554,3119,6417
202011,'537,セントヘレナ及びその附属諸島（英）,-,4937,8361,320470
202011,'538,エチオピア,672167,8937092,597731,10847345
202011,'539,ジブチ,742867,8976760,-,88828
202011,'540,ソマリア,22521,486574,171852,1583892
202011,'541,ケニア,8977750,71293217,450696,6986631
202011,'542,ウガンダ,1889412,17855510,158906,1223491
202011,'543,タンザニア,2438676,24500161,611000,7619897
202011,'544,セーシェル,11605,472176,736119,8895858
202011,'545,モザンビーク,553045,14574991,556696,5736814
202011,'546,マダガスカル,31869,867331,414456,12467067
202011,'547,モーリシャス,780208,9144582,68557,590367
