年月,国,国名,当月輸出金額,累計輸出金額,当月輸入金額,累計輸入金額
202207,'627,北マリアナ諸島（米）,152008,3126609,-,206
202207,'628,パラオ,121782,622964,31823,94495
202207,'702,不明,-,0,53717,265520
202208,'103,大韓民国,574811325,4644723006,393106734,2852660485
202208,'104,北朝鮮,-,0,-,401
202208,'105,中華人民共和国,1611521786,12302362897,2193293710,15799083273
202208,'106,台湾,526762818,4482300162,442499534,3211131974
202208,'107,モンゴル,4921209,42500773,352696,3239247
202208,'108,香港,352948332,2874195836,10025897,88484079
202208,'110,ベトナム,200120915,1550420409,339247917,2189151226
202208,'111,タイ,342431702,2752964363,308614500,2271137754
202208,'112,シンガポール,261625229,1946736768,119308666,845943409
202208,'113,マレーシア,186229385,1408452191,312565516,2133098946
202208,'116,ブルネイ,494627,4925608,21682920,219362121
202208,'117,フィリピン,132054849,1038989697,127479653,936817421
202208,'118,インドネシア,162199510,1240093063,374947954,2375733413
202208,'120,カンボジア,5807222,42846115,28801481,157949260
202208,'121,ラオス,971917,8677742,2070058,16861599
202208,'122,ミャンマー,4044073,39603281,19945304,107164495
202208,'123,インド,156792538,1123061481,75757191,572719410
202208,'124,パキスタン,15302880,163046003,3373632,24640714
202208,'125,スリランカ,1752984,19437549,4334345,24237252
202208,'126,モルディブ,248335,2694294,48583,301211
202208,'127,バングラデシュ,39902319,239873947,21192475,138465762
202208,'128,東ティモール,119358,796651,3363674,7572447
202208,'129,マカオ,4925165,35455204,123060,2083733
202208,'130,アフガニスタン,130054,816948,2838,27741
202208,'131,ネパール,265862,2563249,223441,867910
202208,'132,ブータン,77928,376929,18206,37526
202208,'133,イラン,620724,4509351,373929,3197216
202208,'134,イラク,7270530,49523622,5397,25846
202208,'135,バーレーン,4089706,35459893,15327173,132200729
202208,'137,サウジアラビア,43134847,378542041,550587038,3578139801
202208,'138,クウェート,14065422,120816807,133420773,859349877
202208,'140,カタール,9231845,96499621,223568409,1202976569
202208,'141,オマーン,10522609,94901316,31564228,286748755
202208,'143,イスラエル,11495924,114395178,15728555,101062184
202208,'144,ヨルダン,2798521,44511587,576977,10605606
202208,'145,シリア,35069,347946,777,44472
202208,'146,レバノン,1568534,14327103,18098,217183
202208,'147,アラブ首長国連邦,75556581,657040262,645440111,3727264568
202208,'149,イエメン,2700118,21226703,99262,490960
202208,'150,アゼルバイジャン,926051,4745216,222983,913754
202208,'151,アルメニア,485838,1383366,478983,1878527
202208,'152,ウズベキスタン,2613946,24861036,832462,4007064
202208,'153,カザフスタン,5382363,55082517,12033749,81376386
202208,'154,キルギス,515242,3079004,21762,190184
202208,'155,タジキスタン,348022,1999471,-,212164
202208,'156,トルクメニスタン,647711,2534116,4691,15367
202208,'157,ジョージア,1712548,22626556,305016,1620248
202208,'158,ヨルダン川西岸及びガザ,16916,275441,274,46851
202208,'201,アイスランド,882929,7153812,3744821,16683132
202208,'202,ノルウェー,8574114,71205031,15861076,138568344
202208,'203,スウェーデン,17233484,114544328,28855051,305519441
202208,'204,デンマーク,5897661,45476147,25026397,212428503
202208,'205,英国,110380472,921442395,89132952,567996591
202208,'206,アイルランド,15448805,236175028,59600287,589585955
202208,'207,オランダ,124188259,1005935843,41912982,292098805
202208,'208,ベルギー,75556705,620079143,27768047,394879630
202208,'209,ルクセンブルク,7671079,60341752,910214,6643094
202208,'210,フランス,64403620,526922419,95194913,841533301
202208,'211,モナコ,783,136349,24886,176863
202208,'212,アンドラ,21870,56497,393,71815
202208,'213,ドイツ,207712855,1657268100,236945922,1901344772
202208,'215,スイス,45169756,331295096,83562595,683667107
202208,'217,ポルトガル,4825829,53245751,5202821,36160992
202208,'218,スペイン,26080467,209943278,44879132,602270371
202208,'219,ジブラルタル（英）,1280958,10802895,591,7745
202208,'220,イタリア,46441723,437608252,143048600,1043830056
202208,'221,マルタ,1060337,22568112,699635,15889087
202208,'222,フィンランド,5077292,38208949,30151671,196895819
202208,'223,ポーランド,45584669,336020553,14289065,112594247
202208,'224,ロシア,54932447,384554692,165258835,1437214127
202208,'225,オーストリア,14196613,111833489,27625289,190215603
202208,'227,ハンガリー,15444439,123912966,13138284,88550725
202208,'228,セルビア,605240,4536825,4330165,53610800
202208,'229,アルバニア,44019,185053,1929900,5409408
202208,'230,ギリシャ,2132415,21366403,9172355,65184366
202208,'231,ルーマニア,5014439,38102850,15564514,95666800
202208,'232,ブルガリア,2194761,15400610,1880950,11069733
202208,'233,キプロス,2640522,18100014,8067,43477
202208,'234,トルコ,27991206,257105651,14497882,89994966
202208,'235,エストニア,2340054,19659316,3816682,18601143
202208,'236,ラトビア,390384,2797522,1740663,10844043
202208,'237,リトアニア,955028,7639952,1833749,11745560
202208,'238,ウクライナ,1003793,23323823,1508690,40814347
202208,'239,ベラルーシ,153790,1069651,100791,945599
202208,'240,モルドバ,21786,746708,510919,1965263
202208,'241,クロアチア,780433,5923993,542082,8552615
202208,'242,スロベニア,2266400,16521180,1668379,16452117
202208,'243,ボスニア・ヘルツェゴビナ,26140,233450,198695,926911
202208,'244,北マケドニア,141727,1267112,89333,1205451
202208,'245,チェコ,24271196,186055951,15873636,134518304
202208,'246,スロバキア,2049460,12067948,6469829,34573693
202208,'247,モンテネグロ,38022,318605,2047,34102
202208,'248,コソボ,34264,185088,2831,14715
202208,'249,フェロー諸島（デンマーク）,-,6385,59052,658952
202208,'250,バチカン,-,0,-,1052
202208,'301,グリーンランド（デンマーク）,-,1153,840944,6575723
202208,'302,カナダ,97716513,737581813,247078472,1425345405
202208,'303,サンピエール及びミクロン（仏）,-,0,-,499
202208,'304,アメリカ合衆国,1539303767,11345509804,1070481791,7486470545
202208,'305,メキシコ,118304296,861606337,69253009,558132554
202208,'306,グアテマラ,3139268,26590787,2808199,19839865
202208,'307,ホンジュラス,1626676,13207426,2411269,10621393
202208,'308,ベリーズ,83450,1721889,36798,412623
202208,'309,エルサルバドル,1756237,14414127,368892,2420357
202208,'310,ニカラグア,844922,7091851,318812,2906990
202208,'311,コスタリカ,6158519,37248077,5021116,38721785
202208,'312,パナマ,41469747,297580929,7677093,84458614
202208,'314,バーミュダ（英）,229678,983599,818,3452
202208,'315,バハマ,6347930,20669593,33173,39311
202208,'316,ジャマイカ,3770033,20397287,162329,1180171
202208,'317,タークス及びカイコス諸島（英）,70594,470475,-,751
202208,'319,バルバドス,287867,3048148,486,12966
202208,'320,トリニダード・トバゴ,1507917,7898617,1057121,17628066
202208,'321,キューバ,54233,1108542,190091,658075
202208,'322,ハイチ,389890,1848669,56405,366819
202208,'323,ドミニカ共和国,3465773,25349762,1558204,9435591
202208,'324,プエルトリコ（米）,10861414,78716700,15525644,131643016
202208,'325,米領バージン諸島,7690,228872,-,359
202208,'326,蘭領アンティール,111680,2077760,1863,3591
202208,'327,仏領西インド諸島,591700,2084842,3907,24444
202208,'328,ケイマン諸島（英）,219479,1327912,3284,3284
202208,'329,グレナダ,72379,572162,-,0
202208,'330,セントルシア,100567,971731,-,995
202208,'331,アンティグア・バーブーダ,92575,824355,-,32394
202208,'332,英領バージン諸島,9208,219030,201,933
202208,'333,ドミニカ,32629,375108,-,33742
202208,'334,モントセラト（英）,765,14254,-,1022
202208,'335,セントクリストファー・ネービス,43812,476813,-,0
202208,'336,セントビンセント,58519,390065,-,426197
202208,'337,英領アンギラ,22082,213225,-,0
202208,'338,サン・バルテルミー島（仏）,-,108774,-,1391
202208,'401,コロンビア,17851354,115454237,15180061,83024985
202208,'402,ベネズエラ,254528,2676826,197878,2338674
202208,'403,ガイアナ,1193780,7720714,3836,509890
202208,'404,スリナム,683149,5547888,83963,360019
202208,'405,仏領ギアナ,93613,396383,-,0
202208,'406,エクアドル,5700216,45639747,28851852,186046430
202208,'407,ペルー,8667689,61095368,22651264,252681184
202208,'408,ボリビア,1230477,10265984,7190803,47335436
202208,'409,チリ,24671008,160545164,93592979,636580430
202208,'410,ブラジル,49258208,377155497,136565596,848310021
202208,'411,パラグアイ,955339,7554478,264796,2101875
202208,'412,ウルグアイ,970268,5764917,1069429,6689378
202208,'413,アルゼンチン,10221329,78115282,17485014,85706696
202208,'414,フォークランド諸島及びその附属諸島（英）,-,0,18515,56675
202208,'501,モロッコ,2860011,18111109,2608118,40243860
202208,'502,セウタ及びメリリア（西）,3465,19604,-,12847
202208,'503,アルジェリア,2751791,20494527,1323426,34243036
202208,'504,チュニジア,1300524,10169260,895134,14450280
202208,'505,リビア,583580,3881815,-,0
202208,'506,エジプト,7882086,75404190,676708,21627463
202208,'507,スーダン,505967,4194909,270474,1343775
202208,'509,モーリタニア,63074,1678416,1790833,11385700
202208,'510,セネガル,400407,5664322,625734,2778400
202208,'511,ガンビア,34510,189040,-,542
202208,'512,ギニア・ビサウ,-,111271,-,0
202208,'513,ギニア,65391,575896,223773,789382
202208,'514,シエラレオネ,45361,1153896,247,2868112
202208,'515,リベリア,21207650,257803958,-,63851
202208,'516,コートジボワール,386838,4780953,51831,1348674
202208,'517,ガーナ,825747,9732781,1945942,15040996
202208,'518,トーゴ,58526,2627820,430730,1937164
202208,'519,ベナン,20180,262956,-,48544
202208,'520,マリ,357725,990434,4471,770344
202208,'521,ブルキナファソ,228922,899677,660599,4288891
202208,'522,カーボベルデ,74500,307996,-,778
202208,'523,カナリー諸島（西）,247868,1934485,307,5762
202208,'524,ナイジェリア,2266440,20907536,48290167,121174184
202208,'525,ニジェール,48546,292631,791,85754
202208,'526,ルワンダ,66245,923640,603744,1433012
202208,'527,カメルーン,374819,2944259,97211,629913
202208,'528,チャド,39277,143570,4660,19921
202208,'529,中央アフリカ,8768,238198,15429,63162
202208,'530,赤道ギニア,-,13688,-,7493141
202208,'531,ガボン,470881,2299645,812081,5633665
202208,'532,コンゴ共和国,73123,225968,18476,335610
202208,'533,コンゴ民主共和国,1114190,8654543,366635,2259494
202208,'534,ブルンジ,352403,1317648,6282,127340
202208,'535,アンゴラ,274809,3662064,104015,6027176
202208,'536,サントメ・プリンシペ,-,5366,-,561
202208,'537,セントヘレナ及びその附属諸島（英）,-,1664,44669,277676
202208,'538,エチオピア,304041,4316688,1809924,14711029
202208,'539,ジブチ,989722,7314888,-,0
202208,'540,ソマリア,77380,185887,17942,418017
202208,'541,ケニア,9652517,84978865,542598,5582893
202208,'542,ウガンダ,2178072,18443893,88671,1087348
202208,'543,タンザニア,4291583,39100201,1339129,15111191
202208,'544,セーシェル,116853,616779,635018,6371150
202208,'545,モザンビーク,1120886,11640708,146595,9968879
202208,'546,マダガスカル,136888,1384372,4390669,35393657
202208,'547,モーリシャス,1504621,8960917,92873,1134748
202208,'548,レユニオン（仏）,170338,1425756,45961,161501
202208,'549,ジンバブエ,568533,3635965,243897,2232685
202208,'550,ナミビア,131428,2112285,194530,1508058
202208,'551,南アフリカ共和国,22411288,200504362,117955877,842879261
202208,'552,レソト,54488,607009,2675,94444
202208,'553,マラウイ,641227,3172821,89310,706478
202208,'554,ザンビア,1092482,8448120,247615,2448741
202208,'555,ボツワナ,126374,1054192,515885,4306173
202208,'556,エスワティニ,103671,981639,34925,184959
202208,'558,コモロ,9863,128974,508,10299
202208,'559,エリトリア,-,23429,-,1622812
202208,'560,南スーダン,158418,1111003,-,6546515
202208,'601,オーストラリア,203508640,1381301402,1162560039,7048476716
202208,'602,パプアニューギニア,1583351,16719816,38621271,360575552
202208,'605,その他のオーストラリア領,848,59116,1378,6306
202208,'606,ニュージーランド,27742332,251792292,38434986,269059907
202208,'607,クック,10702,149737,162854,1081902
202208,'608,トケラウ諸島（ニュージーランド）,-,1840,330,6052
202208,'609,ニウエ,600272,961784,-,1040
202208,'610,サモア,169315,754550,-,6045
202208,'611,バヌアツ,88569,529614,686591,5312890
202208,'612,フィジー,934082,4968551,904579,2617386
202208,'613,ソロモン,161008,894056,-,64159
202208,'614,トンガ,141796,979649,5364,32054
202208,'615,キリバス,55415,858842,53227,848616
202208,'617,ナウル,-,746476,2810,309506
202208,'618,ニューカレドニア（仏）,790979,3284530,3888495,31205000
202208,'619,仏領ポリネシア,452476,1818481,196545,2916101
202208,'620,グアム（米）,1052874,15264235,4148,125245
202208,'621,米領サモア,40592,323915,470,16460
202208,'622,米領オセアニア,-,0,639,12037
202208,'624,ツバル,131748,1195758,10681,56717
202208,'625,マーシャル,15622441,113403898,22253,549613
202208,'626,ミクロネシア,239962,1168733,38345,603989
202208,'627,北マリアナ諸島（米）,253093,3379702,-,206
202208,'628,パラオ,258137,881101,14692,109187
202208,'702,不明,-,0,45142,310662
202209,'103,大韓民国,603788054,5248511060,406879860,3259540345
202209,'104,北朝鮮,-,0,-,401
202209,'105,中華人民共和国,1731468110,14033831007,2310408507,18109491780
202209,'106,台湾,561215245,5043515407,453563615,3664695589
202209,'107,モンゴル,3777899,46278672,322641,3561888
202209,'108,香港,377607133,3251802969,10699709,99183788
202209,'110,ベトナム,226979212,1777399621,305963693,2495114919
202209,'111,タイ,378945653,3131910016,298507111,2569644865
202209,'112,シンガポール,266119879,2212856647,103949290,949892699
202209,'113,マレーシア,205689690,1614141881,360814904,2493913850
202209,'116,ブルネイ,687056,5612664,27033612,246395733
202209,'117,フィリピン,152914320,1191904017,125860804,1062678225
202209,'118,インドネシア,180280099,1420373162,321079921,2696813334
202209,'120,カンボジア,6612933,49459048,30757129,188706389
202209,'121,ラオス,1450590,10128332,1988205,18849804
202209,'122,ミャンマー,4189290,43792571,27128731,134293226
202209,'123,インド,173412535,1296474016,69250015,641969425
202209,'124,パキスタン,13650721,176696724,3705371,28346085
202209,'125,スリランカ,1760680,21198229,3493933,27731185
202209,'126,モルディブ,389917,3084211,18118,319329
202209,'127,バングラデシュ,39282570,279156517,24051088,162516850
202209,'128,東ティモール,143013,939664,802202,8374649
202209,'129,マカオ,5958693,41413897,131453,2215186
202209,'130,アフガニスタン,139232,956180,4997,32738
202209,'131,ネパール,628825,3192074,181251,1049161
202209,'132,ブータン,45462,422391,18556,56082
202209,'133,イラン,350967,4860318,434139,3631355
202209,'134,イラク,7109495,56633117,556,26402
202209,'135,バーレーン,5744029,41203922,13050339,145251068
202209,'137,サウジアラビア,63667798,442209839,517941340,4096081141
202209,'138,クウェート,22808221,143625028,89700319,949050196
202209,'140,カタール,14640530,111140151,191413313,1394389882
202209,'141,オマーン,13676939,108578255,18651470,305400225
202209,'143,イスラエル,19169894,133565072,19434367,120496551
202209,'144,ヨルダン,5599194,50110781,3814468,14420074
202209,'145,シリア,22673,370619,11964,56436
202209,'146,レバノン,1976330,16303433,2457,219640
202209,'147,アラブ首長国連邦,99700978,756741240,698675999,4425940567
202209,'149,イエメン,2515766,23742469,94311,585271
202209,'150,アゼルバイジャン,399579,5144795,105358,1019112
202209,'151,アルメニア,150567,1533933,540678,2419205
202209,'152,ウズベキスタン,1800223,26661259,596678,4603742
202209,'153,カザフスタン,5904597,60987114,6787348,88163734
202209,'154,キルギス,368089,3447093,14098,204282
202209,'155,タジキスタン,478667,2478138,55218,267382
202209,'156,トルクメニスタン,747972,3282088,-,15367
202209,'157,ジョージア,2995174,25621730,186498,1806746
202209,'158,ヨルダン川西岸及びガザ,7980,283421,1842,48693
202209,'201,アイスランド,371605,7525417,2496847,19179979
202209,'202,ノルウェー,12240804,83445835,14485953,153054297
202209,'203,スウェーデン,17819442,132363770,34700087,340219528
202209,'204,デンマーク,7328544,52804691,23520180,235948683
202209,'205,英国,131586783,1053029178,81769550,649766141
202209,'206,アイルランド,19358162,255533190,63700298,653286253
202209,'207,オランダ,144940154,1150875997,46367805,338466610
202209,'208,ベルギー,72122101,692201244,130710114,525589744
202209,'209,ルクセンブルク,7047022,67388774,898806,7541900
202209,'210,フランス,73481855,600404274,101194228,942727529
202209,'211,モナコ,3993,140342,27492,204355
202209,'212,アンドラ,442,56939,36352,108167
202209,'213,ドイツ,236653954,1893922054,251963493,2153308265
202209,'215,スイス,39016730,370311826,94157382,777824489
202209,'217,ポルトガル,5460106,58705857,7509797,43670789
202209,'218,スペイン,38260304,248203582,86292751,688563122
202209,'219,ジブラルタル（英）,1660718,12463613,-,7745
202209,'220,イタリア,62059029,499667281,132769890,1176599946
202209,'221,マルタ,3886045,26454157,310590,16199677
202209,'222,フィンランド,5637353,43846302,22860409,219756228
202209,'223,ポーランド,55169939,391190492,16579069,129173316
202209,'224,ロシア,46688979,431243671,128226183,1565440310
202209,'225,オーストリア,14502550,126336039,25546481,215762084
202209,'227,ハンガリー,13697267,137610233,16973319,105524044
202209,'228,セルビア,392787,4929612,3965298,57576098
202209,'229,アルバニア,33985,219038,1124359,6533767
202209,'230,ギリシャ,5859789,27226192,8015519,73199885
202209,'231,ルーマニア,5287747,43390597,13845325,109512125
202209,'232,ブルガリア,2150225,17550835,1879084,12948817
202209,'233,キプロス,1640835,19740849,15887,59364
202209,'234,トルコ,37415199,294520850,11291715,101286681
202209,'235,エストニア,2103518,21762834,1445425,20046568
202209,'236,ラトビア,346317,3143839,1337656,12181699
202209,'237,リトアニア,963618,8603570,1997208,13742768
202209,'238,ウクライナ,1668427,24992250,2386914,43201261
202209,'239,ベラルーシ,84810,1154461,117259,1062858
202209,'240,モルドバ,22443,769151,441132,2406395
202209,'241,クロアチア,857843,6781836,254050,8806665
202209,'242,スロベニア,1798310,18319490,1971766,18423883
202209,'243,ボスニア・ヘルツェゴビナ,14732,248182,133871,1060782
202209,'244,北マケドニア,161164,1428276,142092,1347543
202209,'245,チェコ,27331133,213387084,18701850,153220154
202209,'246,スロバキア,1458280,13526228,4042668,38616361
202209,'247,モンテネグロ,39607,358212,-,34102
202209,'248,コソボ,17258,202346,3064,17779
202209,'249,フェロー諸島（デンマーク）,-,6385,105082,764034
202209,'250,バチカン,-,0,-,1052
202209,'301,グリーンランド（デンマーク）,-,1153,940682,7516405
202209,'302,カナダ,97967873,835549686,172629227,1597974632
202209,'303,サンピエール及びミクロン（仏）,-,0,-,499
202209,'304,アメリカ合衆国,1677803954,13023313758,1074954285,8561424830
202209,'305,メキシコ,146229119,1007835456,66238407,624370961
202209,'306,グアテマラ,4475185,31065972,2758551,22598416
202209,'307,ホンジュラス,1568787,14776213,1983658,12605051
202209,'308,ベリーズ,170644,1892533,11707,424330
202209,'309,エルサルバドル,1988557,16402684,346264,2766621
202209,'310,ニカラグア,779923,7871774,322020,3229010
202209,'311,コスタリカ,5840505,43088582,4863601,43585386
202209,'312,パナマ,46201278,343782207,13104080,97562694
202209,'314,バーミュダ（英）,109028,1092627,-,3452
202209,'315,バハマ,564528,21234121,-,39311
202209,'316,ジャマイカ,3020689,23417976,212340,1392511
202209,'317,タークス及びカイコス諸島（英）,93401,563876,-,751
202209,'319,バルバドス,559993,3608141,1921,14887
202209,'320,トリニダード・トバゴ,1549440,9448057,1587288,19215354
202209,'321,キューバ,68291,1176833,82776,740851
202209,'322,ハイチ,219996,2068665,55390,422209
202209,'323,ドミニカ共和国,4303950,29653712,1612099,11047690
202209,'324,プエルトリコ（米）,6096168,84812868,21885228,153528244
202209,'325,米領バージン諸島,16479,245351,-,359
202209,'326,蘭領アンティール,340313,2418073,358,3949
202209,'327,仏領西インド諸島,361483,2446325,-,24444
202209,'328,ケイマン諸島（英）,165500,1493412,-,3284
202209,'329,グレナダ,104443,676605,-,0
202209,'330,セントルシア,110054,1081785,-,995
202209,'331,アンティグア・バーブーダ,111214,935569,-,32394
202209,'332,英領バージン諸島,20628,239658,-,933
202209,'333,ドミニカ,33357,408465,8642,42384
202209,'334,モントセラト（英）,5454,19708,-,1022
202209,'335,セントクリストファー・ネービス,50825,527638,-,0
202209,'336,セントビンセント,39318,429383,2310,428507
202209,'337,英領アンギラ,19594,232819,-,0
202209,'338,サン・バルテルミー島（仏）,1377,110151,-,1391
202209,'401,コロンビア,18037681,133491918,9394370,92419355
202209,'402,ベネズエラ,567646,3244472,155595,2494269
202209,'403,ガイアナ,639788,8360502,3528,513418
202209,'404,スリナム,903256,6451144,34982,395001
202209,'405,仏領ギアナ,76808,473191,856,856
202209,'406,エクアドル,5070152,50709899,19532088,205578518
202209,'407,ペルー,9268318,70363686,30456010,283137194
202209,'408,ボリビア,1536976,11802960,2382868,49718304
202209,'409,チリ,20933461,181478625,72164606,708745036
202209,'410,ブラジル,47867392,425022889,135624277,983934298
202209,'411,パラグアイ,753817,8308295,352729,2454604
202209,'412,ウルグアイ,685776,6450693,667113,7356491
202209,'413,アルゼンチン,13593372,91708654,22375883,108082579
202209,'414,フォークランド諸島及びその附属諸島（英）,-,0,20791,77466
202209,'501,モロッコ,2940904,21052013,1812351,42056211
202209,'502,セウタ及びメリリア（西）,-,19604,6021,18868
202209,'503,アルジェリア,2914896,23409423,2921783,37164819
202209,'504,チュニジア,603580,10772840,913233,15363513
202209,'505,リビア,685663,4567478,-,0
202209,'506,エジプト,6967793,82371983,892145,22519608
202209,'507,スーダン,845504,5040413,115827,1459602
202209,'509,モーリタニア,535456,2213872,3481939,14867639
202209,'510,セネガル,1960313,7624635,315616,3094016
202209,'511,ガンビア,23353,212393,-,542
202209,'512,ギニア・ビサウ,65627,176898,-,0
202209,'513,ギニア,100988,676884,82186,871568
202209,'514,シエラレオネ,57453,1211349,283,2868395
202209,'515,リベリア,38055771,295859729,-,63851
202209,'516,コートジボワール,1144064,5925017,159324,1507998
202209,'517,ガーナ,772217,10504998,1413806,16454802
202209,'518,トーゴ,372547,3000367,183762,2120926
202209,'519,ベナン,25159,288115,-,48544
202209,'520,マリ,194916,1185350,109862,880206
202209,'521,ブルキナファソ,44456,944133,743098,5031989
202209,'522,カーボベルデ,95056,403052,-,778
202209,'523,カナリー諸島（西）,351673,2286158,1306,7068
202209,'524,ナイジェリア,2181973,23089509,11958018,133132202
202209,'525,ニジェール,20017,312648,1219,86973
202209,'526,ルワンダ,252181,1175821,35094,1468106
202209,'527,カメルーン,198137,3142396,160384,790297
202209,'528,チャド,56176,199746,431,20352
202209,'529,中央アフリカ,26888,265086,22131,85293
202209,'530,赤道ギニア,29753,43441,6891543,14384684
202209,'531,ガボン,253783,2553428,1270226,6903891
202209,'532,コンゴ共和国,9149,235117,18112,353722
202209,'533,コンゴ民主共和国,1119932,9774475,293746,2553240
202209,'534,ブルンジ,155350,1472998,241,127581
202209,'535,アンゴラ,2049698,5711762,56041,6083217
202209,'536,サントメ・プリンシペ,57600,62966,278,839
202209,'537,セントヘレナ及びその附属諸島（英）,1535,3199,5176,282852
202209,'538,エチオピア,1241774,5558462,997406,15708435
202209,'539,ジブチ,444993,7759881,-,0
202209,'540,ソマリア,25318,211205,561,418578
202209,'541,ケニア,8563617,93542482,648402,6231295
202209,'542,ウガンダ,2250853,20694746,56153,1143501
202209,'543,タンザニア,4996732,44096933,560085,15671276
202209,'544,セーシェル,112777,729556,482974,6854124
202209,'545,モザンビーク,1284624,12925332,103973,10072852
202209,'546,マダガスカル,129811,1514183,3213377,38607034
202209,'547,モーリシャス,1390701,10351618,117385,1252133
202209,'548,レユニオン（仏）,234260,1660016,5780,167281
202209,'549,ジンバブエ,575520,4211485,456821,2689506
202209,'550,ナミビア,164761,2277046,300393,1808451
202209,'551,南アフリカ共和国,26288318,226792680,124559259,967438520
202209,'552,レソト,48290,655299,838,95282
202209,'553,マラウイ,395497,3568318,179794,886272
202209,'554,ザンビア,1244384,9692504,258976,2707717
202209,'555,ボツワナ,96838,1151030,600157,4906330
202209,'556,エスワティニ,146592,1128231,31125,216084
202209,'558,コモロ,10930,139904,1240,11539
202209,'559,エリトリア,-,23429,449,1623261
202209,'560,南スーダン,184818,1295821,-,6546515
202209,'601,オーストラリア,218204836,1599506238,1197144866,8245621582
202209,'602,パプアニューギニア,2259692,18979508,75620770,436196322
202209,'605,その他のオーストラリア領,840,59956,331,6637
202209,'606,ニュージーランド,41948562,293740854,37374207,306434114
202209,'607,クック,24576,174313,129601,1211503
202209,'608,トケラウ諸島（ニュージーランド）,914,2754,-,6052
202209,'609,ニウエ,63277,1025061,-,1040
202209,'610,サモア,101628,856178,14468,20513
202209,'611,バヌアツ,11791,541405,441081,5753971
202209,'612,フィジー,553148,5521699,209538,2826924
202209,'613,ソロモン,104792,998848,-,64159
202209,'614,トンガ,95640,1075289,3647,35701
202209,'615,キリバス,70024,928866,424881,1273497
202209,'617,ナウル,28159,774635,37307,346813
202209,'618,ニューカレドニア（仏）,675515,3960045,3392978,34597978
202209,'619,仏領ポリネシア,156834,1975315,326195,3242296
202209,'620,グアム（米）,1302362,16566597,3708,128953
202209,'621,米領サモア,12225,336140,583,17043
202209,'622,米領オセアニア,-,0,-,12037
202209,'624,ツバル,371513,1567271,4612,61329
202209,'625,マーシャル,9564332,122968230,30034,579647
202209,'626,ミクロネシア,205103,1373836,103615,707604
202209,'627,北マリアナ諸島（米）,209158,3588860,-,206
202209,'628,パラオ,133749,1014850,8678,117865
202209,'702,不明,-,0,15485,326147
202210,'103,大韓民国,624422958,5872934018,413774086,3673314431
202210,'104,北朝鮮,-,0,-,401
202210,'105,中華人民共和国,1720357335,15754188342,2394471921,20503963701
202210,'106,台湾,601663413,5645178820,508062502,4172758091
202210,'107,モンゴル,6318254,52596926,244264,3806152
202210,'108,香港,376380173,3628183142,10111691,109295479
202210,'110,ベトナム,240385458,2017785079,346813294,2841928213
202210,'111,タイ,393513320,3525423336,337038148,2906683013
202210,'112,シンガポール,239595489,2452452136,122004499,1071897198
202210,'113,マレーシア,194981995,1809123876,303168915,2797082765
202210,'116,ブルネイ,359102,5971766,19912552,266308285
202210,'117,フィリピン,138071691,1329975708,129727829,1192406054
202210,'118,インドネシア,189181960,1609555122,368131095,3064944429
202210,'120,カンボジア,6187666,55646714,24129152,212835541
202210,'121,ラオス,1117698,11246030,1953813,20803617
202210,'122,ミャンマー,5437331,49229902,26229160,160522386
202210,'123,インド,172576401,1469050417,82691948,724661373
202210,'124,パキスタン,9054523,185751247,3044517,31390602
202210,'125,スリランカ,1875806,23074035,4333445,32064630
202210,'126,モルディブ,346114,3430325,18511,337840
202210,'127,バングラデシュ,19774510,298931027,22658793,185175643
202210,'128,東ティモール,87058,1026722,17577,8392226
202210,'129,マカオ,7302820,48716717,179033,2394219
202210,'130,アフガニスタン,170778,1126958,3018,35756
202210,'131,ネパール,172246,3364320,154297,1203458
202210,'132,ブータン,11741,434132,2036,58118
202210,'133,イラン,650877,5511195,419202,4050557
202210,'134,イラク,8560572,65193689,301,26703
202210,'135,バーレーン,5409303,46613225,5205690,150456758
202210,'137,サウジアラビア,79871544,522081383,473599401,4569680542
202210,'138,クウェート,17381095,161006123,141096031,1090146227
202210,'140,カタール,18392963,129533114,127176434,1521566316
202210,'141,オマーン,13692668,122270923,35506227,340906452
202210,'143,イスラエル,15181709,148746781,16663647,137160198
202210,'144,ヨルダン,5451259,55562040,4072480,18492554
202210,'145,シリア,79385,450004,12909,69345
202210,'146,レバノン,2051564,18354997,60512,280152
202210,'147,アラブ首長国連邦,115975633,872716873,603451170,5029391737
202210,'149,イエメン,3002644,26745113,246608,831879
202210,'150,アゼルバイジャン,190282,5335077,110781,1129893
202210,'151,アルメニア,1686833,3220766,479983,2899188
202210,'152,ウズベキスタン,3912734,30573993,1015725,5619467
202210,'153,カザフスタン,7877065,68864179,7243590,95407324
202210,'154,キルギス,473284,3920377,22587,226869
202210,'155,タジキスタン,310876,2789014,1320,268702
202210,'156,トルクメニスタン,782492,4064580,1510,16877
202210,'157,ジョージア,4181783,29803513,208900,2015646
202210,'158,ヨルダン川西岸及びガザ,61639,345060,519,49212
202210,'201,アイスランド,202749,7728166,2822394,22002373
202210,'202,ノルウェー,10668120,94113955,17692064,170746361
202210,'203,スウェーデン,19195247,151559017,35617269,375836797
202210,'204,デンマーク,8342241,61146932,24893019,260841702
202210,'205,英国,131613355,1184642533,86946472,736712613
202210,'206,アイルランド,21967323,277500513,86857416,740143669
202210,'207,オランダ,164909128,1315785125,32633292,371099902
