品目,品目名,輸出入,年月,暦年月,第１単位,第２単位,当月第１数量,当月第２数量,当月金額,累計第１数量,累計第２数量,累計金額
8708.40-000,ギヤボックス及びその部分品,輸入,202404,'2024/04,,KG,,3628400,9496630,,15268018,39334802
8708.40-000,ギヤボックス及びその部分品,輸入,202405,'2024/05,,KG,,3699699,10383695,,18967717,49718497
8708.40-000,ギヤボックス及びその部分品,輸入,202406,'2024/06,,KG,,3585001,9953314,,22552718,59671811
8708.40-000,ギヤボックス及びその部分品,輸入,202407,'2024/07,,KG,,3886221,10287157,,26438939,69958968
8708.40-000,ギヤボックス及びその部分品,輸入,202408,'2024/08,,KG,,3589399,9182945,,30028338,79141913
8708.40-000,ギヤボックス及びその部分品,輸入,202409,'2024/09,,KG,,5002562,12512961,,35030900,91654874
8708.40-000,ギヤボックス及びその部分品,輸入,202410,'2024/10,,KG,,4216560,10265250,,39247460,101920124
8708.40-000,ギヤボックス及びその部分品,輸入,202411,'2024/11,,KG,,3724081,9490014,,42971541,111410138
8708.40-000,ギヤボックス及びその部分品,輸入,202412,'2024/12,,KG,,3779171,9221124,,46750712,120631262
8708.40-000,ギヤボックス及びその部分品,輸入,202501,'2025/01,,KG,,3958751,10251466,,3958751,10251466
8708.40-000,ギヤボックス及びその部分品,輸入,202502,'2025/02,,KG,,3381687,9334915,,7340438,19586381
8708.40-000,ギヤボックス及びその部分品,輸入,202503,'2025/03,,KG,,3666538,8097197,,11006976,27683578
8708.40-000,ギヤボックス及びその部分品,輸入,202504,'2025/04,,KG,,3535477,8569985,,14542453,36253563
8708.40-000,ギヤボックス及びその部分品,輸入,202505,'2025/05,,KG,,3812973,8927879,,18355426,45181442
8708.40-000,ギヤボックス及びその部分品,輸入,202506,'2025/06,,KG,,4356267,10167257,,22711693,55348699
8708.40-000,ギヤボックス及びその部分品,輸入,202507,'2025/07,,KG,,4043502,9423298,,26755195,64771997
8708.40-000,ギヤボックス及びその部分品,輸入,202508,'2025/08,,KG,,3832447,9507510,,30587642,74279507
8708.40-000,ギヤボックス及びその部分品,輸入,202509,'2025/09,,KG,,5315212,12233290,,35902854,86512797
8708.40-000,ギヤボックス及びその部分品,輸入,202510,'2025/10,,KG,,4166682,10522212,,40069536,97035009
8708.40-000,ギヤボックス及びその部分品,輸入,202511,'2025/11,,KG,,4209832,10238496,,44279368,107273505
8708.40-000,ギヤボックス及びその部分品,輸入,202512,'2025/12,,KG,,3926987,9412112,,48206355,116685617
8708.40-000,ギヤボックス及びその部分品,輸入,202601,'2026/01,,KG,,4456128,11303242,,4456128,11303242
8708.40-000,ギヤボックス及びその部分品,輸入,202602,'2026/02,,KG,,4086064,10346321,,8542192,21649563
8708.40-000,ギヤボックス及びその部分品,輸入,202603,'2026/03,,KG,,4720264,11594230,,13262456,33243793
8708.40-000,ギヤボックス及びその部分品,輸入,202604,'2026/04,,KG,,4136409,10230323,,17398865,43474116
8708.40-000,ギヤボックス及びその部分品,輸入,202605,'2026/05,,KG,,4006063,10404880,,21404928,53878996
8708.40-000,ギヤボックス及びその部分品,輸入,202606,'2026/06,,KG,,4733421,11801641,,26138349,65680637
8708.40-000,ギヤボックス及びその部分品,輸入,202607,'2026/07,,KG,,4080176,10661386,,30218525,76342023
8708.50-000,駆動軸（ディファレンシャル付き）,輸入,202501,'2025/01,,KG,,4968527,4856865,,4968527,4856865
8708.50-000,駆動軸（ディファレンシャル付き）,輸入,202502,'2025/02,,KG,,3797063,3925272,,8765590,8782137
8708.50-000,駆動軸（ディファレンシャル付き）,輸入,202503,'2025/03,,KG,,4258771,3969530,,13024361,12751667
8708.50-000,駆動軸（ディファレンシャル付き）,輸入,202504,'2025/04,,KG,,4126712,4045187,,17151073,16796854
8708.50-000,駆動軸（ディファレンシャル付き）,輸入,202505,'2025/05,,KG,,4675380,5071514,,21826453,21868368
8708.50-000,駆動軸（ディファレンシャル付き）,輸入,202506,'2025/06,,KG,,4209851,3898568,,26036304,25766936
8708.50-000,駆動軸（ディファレンシャル付き）,輸入,202507,'2025/07,,KG,,4679448,4656906,,30715752,30423842
8708.50-000,駆動軸（ディファレンシャル付き）,輸入,202508,'2025/08,,KG,,4219923,4211317,,34935675,34635159
8708.50-000,駆動軸（ディファレンシャル付き）,輸入,202509,'2025/09,,KG,,4570449,4305447,,39506124,38940606
8708.50-000,駆動軸（ディファレンシャル付き）,輸入,202510,'2025/10,,KG,,4512427,4280459,,44018551,43221065
8708.50-000,駆動軸（ディファレンシャル付き）,輸入,202511,'2025/11,,KG,,5164670,4745829,,49183221,47966894
8708.50-000,駆動軸（ディファレンシャル付き）,輸入,202512,'2025/12,,KG,,4602838,4378290,,53786059,52345184
8708.50-000,駆動軸（ディファレンシャル付き）,輸入,202601,'2026/01,,KG,,5298891,5142303,,5298891,5142303
8708.50-000,駆動軸（ディファレンシャル付き）,輸入,202602,'2026/02,,KG,,4790286,4637087,,10089177,9779390
8708.50-000,駆動軸（ディファレンシャル付き）,輸入,202603,'2026/03,,KG,,4671313,4574616,,14760490,14354006
8708.50-000,駆動軸（ディファレンシャル付き）,輸入,202604,'2026/04,,KG,,4204735,4269634,,18965225,18623640
8708.50-000,駆動軸（ディファレンシャル付き）,輸入,202605,'2026/05,,KG,,4030543,4298842,,22995768,22922482
8708.50-000,駆動軸（ディファレンシャル付き）,輸入,202606,'2026/06,,KG,,5023654,5654208,,28019422,28576690
